recipient_name,cleaned_names,exclude,Notes
DAVIS AND HARMAN LLP,"DAVIS AND HARTMAN, LLP",y,
"DAVIS AND HARMAN, LLP","DAVIS AND HARTMAN, LLP",y,
DAVIS AND HARTMAN,"DAVIS AND HARTMAN, LLP",y,
"DAVIS AND HARTMAN, LLP","DAVIS AND HARTMAN, LLP",y,
DAVIS& HARMAN LLP,"DAVIS AND HARTMAN, LLP",y,
DAVIO'S NORTHERN ITALIAN STEAKHOUSE,DAVIO'S NORTHERN ITALIAN STEAKHOUSE,,
DAVINDER DEO,DAVINDER DEO,,
DAVIDUS CIGARS,DAVIDUS CIGARS,,
DAVID'S WHITE HOUSE CATERING,DAVID'S WHITE HOUSE CATERING,,
DAVID'S TEA,DAVID'S TEA,,
DAVID WESTON,DAVID WESTON,,
DAVID WARREN,DAVID WARREN,,
DAVID TRONE FOR CONGRESS,DAVID TRONE FOR CONGRESS,y,
"DAVID L. ANDRUKITIS, INC. PRINTING & MAILING SERVICES","DAVID L. ANDRUKITIS, INC. PRINTING & MAILING SERVICES",y,
"DAVID L. ANDRUKITIS, INC.","DAVID L. ANDRUKITIS, INC.",y,
DAVID KEITH PHOTOGRAPHY,DAVID KEITH PHOTOGRAPHY,y,
DAVID C JAMES,DAVID C JAMES,,
DAVEY CONSULTING,DAVEY CONSULTING LLC,y,
DAVEY CONSULTING LLC,DAVEY CONSULTING LLC,y,
"DAVEY CONSULTING, LLC",DAVEY CONSULTING LLC,y,
DAV-EL,DAVEL,,
DAVE AND BUSTERS,DAVE AND BUSTERS,,
DAVE & BUSTERS INC,DAVE & BUSTERS INC,,
DAVE & BUSTERS,DAVE & BUSTERS,,
DAVE & BUSTER'S,DAVE & BUSTER'S,,
DAV EL SERVICES,DAV EL SERVICES,y,
DAUPHINES,DAUPHINES,,
DAUPHINE'S,DAUPHINE'S,,
DAUPHIN'S,DAUPHIN'S,,
DAUD HAKIMZADA,DAUD HAKIMZADA,,
DATAWATCH SYSTEMS INC,DATAWATCH SYSTEMS INC,,
DAS ETHIOPIAN RESTAURANT,DAS ETHIOPIAN RESTAURANT,,
DAS ETHIOPIAN CUISINE,DAS ETHIOPIAN CUISINE,,
DARLINGTON HOUSE 650,DARLINGTON HOUSE 650,,
DARLINGTON HOUSE,DARLINGTON HOUSE,,
"DAQ BATS, LLC","DAQ BATS, LLC",y,
DAPSON CAB ASSOCIATION,DAPSON CAB ASSOCIATION,y,
DANVILLE YMCA,DANVILLE YMCA,,
DANVILLE REPUBLICAN COMMITTEE,DANVILLE REPUBLICAN COMMITTEE,y,
DANVILLE COMMUNITY MARKET,DANVILLE COMMUNITY MARKET,,
DANTE POPE,DANTE POPE,y,
DANTE' POPE,DANTE POPE,y,
DANK EATS,DANK EATS,,
DANIELLESDESSERTS,DANIELLESDESSERTS,,
DANIELLES DESSERTS,DANIELLES DESSERTS,,
DANIELLE'S DESSERTS LLC,DANIELLE'S DESSERTS LLC,,
DANIELLE'S DESSERTS,DANIELLE'S DESSERTS,,
DANIELLE S DESSERTS,DANIELLE S DESSERTS,,
DANIEL TILAHUN,DANIEL TILAHUN,,
DANIEL SWIERDSIOL DJ,DANIEL SWIERDSIOL DJ,,
DANIEL SWIERDSIOL,DANIEL SWIERDSIOL,,
DANIEL MY ADU,DANIEL MY ADU,,
DANIEL J. BLACK,DANIEL J. BLACK,y,
DANIEL APHREME,DANIEL APHREME,,
DANGEROUSLY DELICIOUS PIES DC,DANGEROUSLY DELICIOUS PIES DC,,
DANGEROUSLY DELICIOUS PIES,DANGEROUSLY DELICIOUS PIES,,
DANGEROUSLY DELICIOUS PIE,DANGEROUSLY DELICIOUS PIE,,
DANGEROUSLY DELICIOUS,DANGEROUSLY DELICIOUS,,
DANGEROUSLY DELICIOU,DANGEROUSLY DELICIOU,,
DAN'S RESTAURANT AND TAPHOUSE,DAN'S RESTAURANT AND TAPHOUSE,,
DAN MARTIN PRODUCTIONS,DAN MARTIN PRODUCTIONS,,
DAMON'S RESTAURANT,DAMON'S RESTAURANT,,
DAMON ATWATER,DAMON ATWATER,,
DALYS FRESH SEAFOOD,DALYS FRESH SEAFOOD,,
DALY'S FRESH SEAFOOD,DALY'S FRESH SEAFOOD,,
DALTON BRODY LTD.,DALTON BRODY LTD.,,
DALESIO'S RESTAURANT OF LITTLE ITALY,DALESIO'S RESTAURANT OF LITTLE ITALY,,
DAL GRANO,DAL GRANO,,
DAIRY QUEEN,DAIRY QUEEN,,
DAILY GRILL WASHINGT,DAILY GRILL WASHINGT,,
DAILY GRILL,DAILY GRILL,,
DAILY GARAGE,DAILY GARAGE,,
DAIKAYA,DAIKAYA,,
DACHA NAVY YARD,DACHA NAVY YARD,,
DACHA LOFT,DACHA LOFT,,
DACHA BEER GARDEN,DACHA BEER GARDEN,,
DACHA BEER,DACHA BEER,,
DACHA,DACHA,,
DACH STRATEGY GROUP LLC,DACH STRATEGY GROUP LLC,y,
DABNEY,DABNEY,,
DA MIMMO ITALIAN RESTAURANT,DA MIMMO ITALIAN RESTAURANT,,
DA MIMMO,DA MIMMO,,
D&P PRINTING AND SUPPLIES,D&P PRINTING AND SUPPLIES,,
"D&P PRINTING & GRAPHICS, INC.","D&P PRINTING & GRAPHICS, INC.",y,
D&D CATERING,D&D CATERING,,
D'ATRIS RESTAURANT,D'ATRIS RESTAURANT,,
D'AQUA,D'AQUA,,
D'ACQUA RESTAURANT,D'ACQUA RESTAURANT,,
"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)","D.R.I.V.E.  DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)",y,
"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATION","D.R.I.V.E.  DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATION",y,
"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (INTERNATIONAL BROTHERHOOD OF TEAMSTERS PAC)","D.R.I.V.E.  DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (INTERNATIONAL BROTHERHOOD OF TEAMSTERS PAC)",y,
"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION","D.R.I.V.E.  DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION",y,
D.C. YELLOW CAB,D.C. YELLOW CAB,y,
D.C. TASTE,D.C. TASTE,,
D.C- CAB,D.C CAB,,
D STREET EVENTS,D. STREET EVENTS LLC,y,
D STREET EVENTS LLC,D. STREET EVENTS LLC,y,
"D STREET EVENTS, LLC",D. STREET EVENTS LLC,y,
D. STREET EVENTS LLC,D. STREET EVENTS LLC,y,
D. MOSS & COMPANY LLC,D. MOSS & COMPANY LLC,y,
"D ST EVENTS, LLC","D ST EVENTS, LLC",y,
D C PARTY RENTALS,D C PARTY RENTALS,,
D C NATIONAL CAB CO INC,D C NATIONAL CAB CO INC,y,
CZIGS CATERING,CZIGS CATERING,,
CYCLONE ANAYA'S,CYCLONE ANAYA'S,,
CY RICHMOND AIRPORT,CY RICHMOND AIRPORT,,
CXIII REX,CXIII REX,y,
CWEBB PROMOTIONS,CWEBB PROMOTIONS,,
CVS,CVS PHARMACY,,
CVS #2343,CVS PHARMACY,,
CVS 1347,CVS PHARMACY,,
CVS 1347 01347,CVS PHARMACY,,
CVS 1351 01351,CVS PHARMACY,,
CVS 1365 01365,CVS PHARMACY,,
CVS 1839 01839,CVS PHARMACY,,
CVS 1841,CVS PHARMACY,,
CVS 1841 01841,CVS PHARMACY,,
CVS 1881 01881,CVS PHARMACY,,
CVS 2527,CVS PHARMACY,,
CVS 2527 02527,CVS PHARMACY,,
CVS 7074,CVS PHARMACY,,
CVS DRUG STORE,CVS PHARMACY,,
CVS HEALTH CORPORATION,CVS PHARMACY,,
CVS PHARMACY,CVS PHARMACY,,
CVS PHARMACY #1344,CVS PHARMACY,,
CVS PHARMACY #2104,CVS PHARMACY,,
CVS PHARMACY 6069,CVS PHARMACY,,
CVS PHARMACY 6069 06,CVS PHARMACY,,
CVS/PHARMACY,CVS PHARMACY,,
CVS/PHARMACY #01334,CVS PHARMACY,,
CVS/PHARMACY #01348,CVS PHARMACY,,
CVS/PHARMACY #01841,CVS PHARMACY,,
CVS/PHARMACY #02007,CVS PHARMACY,,
CVS/PHARMACY #06069,CVS PHARMACY,,
CVS/PHARMACY #10876,CVS PHARMACY,,
CVILLEINFLATABLES.COM / SUPERFUN ATTRACTIONS,CVILLEINFLATABLES.COM / SUPERFUN ATTRACTIONS,y,
CVILLEINFLATABLES.COM,CVILLEINFLATABLES.COM,y,
CVENT INC,CVENT INC,,
CVC RESTAURANT,CVC RESTAURANT,,
CVC CATERING (AKA RESTAURANT ASSOCIATES),CVC CATERING (AKA RESTAURANT ASSOCIATES),,
CVC CATERING,CVC CATERING,,
CVC CAFE,CVC CAFE,,
"CUSTOMINK, LLC","CUSTOM INK, LLC",y,
CUSTOMINK T-SHIRTS,CUSTOMINK TSHIRTS,,
CUSTOMINK TSHIRTS,CUSTOMINK TSHIRTS,,
CUSTOMINK,CUSTOMINK,,
CUSTOM LOGOS,CUSTOM LOGOS,,
"CUSTOM INK, LLC","CUSTOM INK, LLC",y,
CUSTOM INK T-SHIRTS,CUSTOM INK TSHIRTS,,
CUSTOM INK,CUSTOM INK,,
CUSTOM FUEL,CUSTOM FUEL,,
CUSTOM CULINARY CONNECTIONS,CUSTOM CULINARY CONNECTIONS,,
CUSTOM CULINARY CONNECTION,CUSTOM CULINARY CONNECTION,,
CUSTOM CUISINE CATERING DC,CUSTOM CUISINE CATERING DC,,
CUSTOM CATERING INC,CUSTOM CATERING INC,,
CUSTOM CATERING,CUSTOM CATERING,,
CUSHMAN & WAKEFIELD,CUSHMAN & WAKEFIELD,,
CUSBAH CAFE,CUSBAH CAFE,,
CURTIS DRAPER TOBACCONIST,CURTIS DRAPER TOBACCONIST,,
CURTIS DRAPER,CURTIS DRAPER,,
"CURRY-LEDBETTER, CAMPBELL","CURRYLEDBETTER, CAMPBELL",,
CURRITOS,CURRITOS,,
CURRENT SUSHI LLC 00,CURRENT SUSHI LLC 00,,
CURE BAR & BISTRO,CURE BAR & BISTRO,,
CURE,CURE,,
CURBSIDE CUPCAKES LLC,CURBSIDE CUPCAKES LLC,,
CURBSIDE CUPCAKES,CURBSIDE CUPCAKES,,
CURBSIDE CUPCAKE,CURBSIDE CUPCAKE,,
CURBSIDE CAFE,CURBSIDE CAFE,,
CURB GARDENA,CURB GARDENA,,
CURB,CURB,,
CUPS AND COMPANY,CUPS AND COMPANY,,
CUPS & COMPANY,CUPS & COMPANY,,
CUPS & CO 0174,CUPS & CO 0174,,
"CUNEO GILBERT & LADUCA, LLP","CUNEO GILBERT & LADUCA, LLP",y,
CUMBERLAND RESTAURANT,CUMBERLAND RESTAURANT,,
CULTURAL ARTS CENTER,CULTURAL ARTS CENTER,y,
CULPEPPER GARDEN,CULPEPPER GARDEN,,
CULPEPER COUNTY REPUBLICAN COMMITTEE,CULPEPER COUNTY REPUBLICAN COMMITTEE,y,
CULPEPER COUNTY DEMOCRATIC COMMITTEE PAC,CULPEPER COUNTY DEMOCRATIC COMMITTEE PAC,y,
CULPEPER CHAMBER OF COMMERCE,CULPEPER CHAMBER OF COMMERCE,y,
"CULLOP, BEN N","CULLOP, BEN N",,
CULINAIRE CAFE OF ALLEGANY COLLEGE OF MARYLAND,CULINAIRE CAFE OF ALLEGANY COLLEGE OF MARYLAND,y,
CULINAERIE,CULINAERIE,,
CULIN AERIE,CULIN AERIE,,
CULDESAC CHAUFFEUR SER,CULDESAC CHAUFFEUR SER,,
CUL'S COURTHOUSE GRILL,CUL'S COURTHOUSE GRILL,,
CUISINE MONDIALE CATERING LLC,CUISINE MONDIALE CATERING LLC,,
CUISINE MONDIAL CATERING LLC,CUISINE MONDIAL CATERING LLC,,
CUCINA PIZZA,CUCINA PIZZA,,
CUBE,CUBE,,
CUBANO'S RESTAURANT,CUBANO'S RESTAURANT,,
CUBANO'S,CUBANO'S,,
CUBA LIBRE RESTAURANT & RUM BAR,CUBA LIBRE RESTAURANT & RUM BAR,,
CUBA LIBRE RESTAURANT,CUBA LIBRE RESTAURANT,,
CUBA LIBRE RESTAURAN,CUBA LIBRE RESTAURAN,,
CUBA LIBRE,CUBA LIBRE,,
CUBA DE AYER RESTAURANT,CUBA DE AYER RESTAURANT,,
CU HOUSE II LLC,CU HOUSE II LLC,y,
CTS WHOLESALE,CTS WHOLESALE,,
C-SPAN 8610000073625,CSPAN 8610000073625,,
CSM CATERING & EVENTS,CSM CATERING & EVENTS,,
CSI-CAPITOL SERVICES INC.,CSICAPITOL SERVICES INC.,y,
CSI CORPORATION OF DC,CSI CORPORATION OF DC,y,
CSI - COMPOSITION SYSTEMS INC.,CSI  COMPOSITION SYSTEMS INC.,,
CRYSTAL TRANSPORTATION,CRYSTAL TRANSPORTATION,y,
CRYSTAL GATEWAY MARRIOTT,CRYSTAL GATEWAY MARRIOTT,,
CRYSTAL GATEWAY,CRYSTAL GATEWAY,,
CRYSTAL CITY WINE SHOP,CRYSTAL CITY WINE SHOP,,
CRYSTAL CITY SPORTS PUB,CRYSTAL CITY SPORTS PUB,,
CRYSTAL CITY HILTON,CRYSTAL CITY HILTON,,
CRW FLAGS,CRW FLAGS,,
CRUTCHFIELD,CRUTCHFIELD,,
CRUMBS UNION STATION,CRUMBS BAKE SHOP,,
CRUMBS UNION STN,CRUMBS BAKE SHOP,,
CRUMBS L STREET,CRUMBS BAKE SHOP,,
CRUMBS BAKE SHOP UNION STATION,CRUMBS BAKE SHOP,,
CRUMBS BAKE SHOP,CRUMBS BAKE SHOP,,
CRUMBS 17TH ST,CRUMBS BAKE SHOP,,
CRUMBS,CRUMBS,,
CRUMBL,CRUMBL,,
CROZET PIZZA,CROZET PIZZA,,
CROWNE PLAZA WILLIAM,CROWNE PLAZA WILLIAM,,
CROWNE PLAZA WASHINGTON,CROWNE PLAZA WASHINGTON,,
CROWNE PLAZA THE HAMILTON,CROWNE PLAZA THE HAMILTON,,
CROWNE PLAZA RICHMOND DOWNTOWN,CROWNE PLAZA RICHMOND DOWNTOWN,,
CROWNE PLAZA NATIONAL AIRPORT VERANDA,CROWNE PLAZA NATIONAL AIRPORT VERANDA,,
CROWNE PLAZA HOTELS,CROWNE PLAZA HOTELS,,
CROWNE PLAZA HOTEL,CROWNE PLAZA HOTEL,,
CROWNE PLAZA HAMILTO,CROWNE PLAZA HAMILTO,,
CROWNE PLAZA GREENBELT,CROWNE PLAZA GREENBELT,,
CROWNE PLAZA ARLINGTON,CROWNE PLAZA ARLINGTON,,
CROWNE PLAZA,CROWNE PLAZA,,
CROWN TROPHY OF WALDORF,CROWN TROPHY OF WALDORF,,
CROWN TROPHY,CROWN TROPHY,,
CROWN SERVICE,CROWN SERVICE,y,
CROWN PLAZA HAMILTON,CROWN PLAZA HAMILTON,,
CROWN CAB ARLINGTON,CROWN CAB ARLINGTON,y,
CROSSROADS GPS,CROSSROADS GPS,,
CROSSROADS CONSULTING,CROSSROADS CONSULTING,y,
CROSSROADS COFFEE & ICE CREAM,CROSSROADS COFFEE & ICE CREAM,,
CROSSROADS COFFEE,CROSSROADS COFFEE,,
CROSSROADS CAMPAIGNS,CROSSROADS CAMPAIGNS,,
CROPLIFE AMERICA POLITICAL ACTION COMMITTEE,CROPLIFE AMERICA POLITICAL ACTION COMMITTEE,y,
CROP INSURANCE PROFESSIONALS ASSOC. PAC,CROP INSURANCE PROFESSIONALS ASSOC. PAC,y,
CROOKED RUN BREWING,CROOKED RUN BREWING,,
CROOKED I BAR & GRIL,CROOKED I BAR & GRIL,,
CROCS,CROCS,,
CROCKER CONSULTING,CROCKER CONSULTING,y,
CROC'S VIRGINIA BEACH,CROC'S VIRGINIA BEACH,,
CROC'S 19TH STREET BISTRO,CROC'S 19TH STREET BISTRO,,
CROAKERS SPOT,CROAKERS SPOT,,
CROAKER'S SPOT,CROAKER'S SPOT,,
CRISP N JUICY,CRISP N JUICY,,
CRISFIELD AREA CHAMBER OF COMMERCE,CRISFIELD AREA CHAMBER OF COMMERCE,y,
CRIMSON WHISKEY BAR,CRIMSON WHISKEY BAR,,
CRIMSON VIEW,CRIMSON VIEW,,
CRIMSON LANE VINEYARD,CRIMSON LANE VINEYARD,,
CRIMSON DC,CRIMSON DC,,
CRIMSON & CLOVE,CRIMSON & CLOVE,,
CRIMSON,CRIMSON,,
CREWS IAD LLC,CREWS IAD LLC,,
CREWS IAD 3451,CREWS IAD 3451,,
CREWS IAD,CREWS IAD,,
CREWS DCA2 LLC,CREWS DCA2 LLC,,
CREWS DCA,CREWS DCA,,
CREWS,CREWS,,
CRESCENT HOTEL,CRESCENT HOTEL,,
CREPEAWAY,CREPEAWAY,,
CREPE LUNA,CREPE LUNA,,
CREPE LOVE TRUCK,CREPE LOVE TRUCK,,
CREME CAFE,CREME CAFE,,
CREMA CAFE,CREMA CAFE,,
CREMA & VINE LLC,CREMA & VINE LLC,,
CREIGHTON FARMS CLUB,CREIGHTON FARMS CLUB,,
CREIGHTON FARMS,CREIGHTON FARMS,,
CREDIT UNION LEGISLATIVE ACTION COUNCIL OF CUNA,CREDIT UNION LEGISLATIVE ACTION COUNCIL OF CUNA,y,
"CREDIT UNION HOUSE, LLC","CREDIT UNION HOUSE, LLC",y,
CREDIT UNION HOUSE ON CAPITOL HILL,CREDIT UNION HOUSE ON CAPITOL HILL,y,
CREDIT UNION HOUSE,CREDIT UNION HOUSE,y,
CREDIT SUISSE PAC,CREDIT SUISSE PAC,y,
CREATIVE4ASIAN FOOD INC.,CREATIVE4ASIAN FOOD INC.,,
CREATIVE4ASIAN,CREATIVE4ASIAN,,
CREATIVE WEB DESIGNS,CREATIVE WEB DESIGNS,y,
CREATIVE PARTIES,CREATIVE PARTIES,,
CREATIVE IMPRESSIONS,"CREATIVE IMPRESSIONS, LLC",y,
CREATIVE IMPRESSIONS LLC,"CREATIVE IMPRESSIONS, LLC",y,
"CREATIVE IMPRESSIONS, LLC","CREATIVE IMPRESSIONS, LLC",y,
"CREATIVE FORMS & GRAPHICS, INC. CREATIVE PRINT GROUP, INC.","CREATIVE FORMS & GRAPHICS, INC. CREATIVE PRINT GROUP, INC.",y,
CREATIVE FOOD BWI,CREATIVE FOOD BWI,,
"CREATIVE DIRECT, LLC","CREATIVE DIRECT, LLC",y,
CREATIVE DIRECT LLC,CREATIVE DIRECT LLC,,
CREATIVE DIRECT,CREATIVE DIRECT,,
CREATIVE CUISINES,CREATIVE CUISINES,,
CREATIVE CUISINE LLC,CREATIVE CUISINE LLC,,
CREATIVE CATERING OF VIRGINIA,CREATIVE CATERING OF VIRGINIA,,
CREATIVE CATERING,CREATIVE CATERING,,
"CREATIVE 4 ASIAN FOOD, INC.","CREATIVE 4 ASIAN FOOD, INC.",,
CREATIVE 4 ASIAN FOOD INC.,CREATIVE 4 ASIAN FOOD INC.,,
CREAMERY DD,CREAMERY DD,,
CREAMERY,CREAMERY,,
CRC PUBLIC RELATIONS,CRC PUBLIC RELATIONS,y,
CRAZY AUNT HELEN'S,CRAZY AUNT HELEN'S,,
CRAWDADDIES LLC,CRAWDADDIES LLC,,
CRAVE,CRAVE,,
CRANES,CRANES,,
CRANBROOK LIQUORS,CRANBROOK LIQUORS,,
CRAKER BARRELL,CRAKER BARRELL,,
CRAIGHEAD PHOTOGRAPHY,CRAIGHEAD PHOTOGRAPHY,y,
CRAFT BEER CELLAR,CRAFT BEER CELLAR,,
CRADDOCK TERRY HOTEL,CRADDOCK TERRY HOTEL,,
CRACKER BARREL 434,CRACKER BARREL 434,,
CRACKER BARREL 106,CRACKER BARREL 106,,
CRACKER BARREL #472,CRACKER BARREL #472,,
CRACKER BARREL - RICHMOND,CRACKER BARREL  RICHMOND,,
CRACKER BARREL,CRACKER BARREL,,
CRAB DECK,CRAB DECK,,
CRAB CLAW RESTAURANT,CRAB CLAW RESTAURANT,,
CRAB CAKE CAFE,CRAB CAKE CAFE,,
CRAACKER BARREL,CRAACKER BARREL,,
CPU DIRKSEN SENATE,CPU DIRKSEN SENATE,,
CPS OF VIRGINIA INC #455,CPS OF VIRGINIA INC #455,y,
CPS #418,CPS #418,,
CPR MULTIMEDIA SOLUTIONS,CPR MULTIMEDIA SOLUTIONS,,
"CPE GROUP, LLC","CPE GROUP, LLC",,
CPE GROUP LLC,CPE GROUP LLC,y,
CPE GROUP,CPE GROUP,,
CPAC,CPAC,y,
CPAC (NATIONAL HARBOR),CPAC,y,
CPAC 2011,CPAC,y,
CPAC 2012,CPAC,y,
CPAC FL,CPAC,y,
COZEN O'CONNOR,COZEN O'CONNOR,,
COYOTE GRILLE,COYOTE GRILLE,,
COX PETERSEN GROUP,COX PETERSEN GROUP,,
"COX ENTERPRISES, INC","COX ENTERPRISES, INC",y,
COX ENTERPRISES POLITICAL ACTION COMMITTEE INC. (COXPAC),COX ENTERPRISES POLITICAL ACTION COMMITTEE INC. (COXPAC),y,
COX ENTERPRISES PAC (COXPAC) INC.,COX ENTERPRISES PAC (COXPAC) INC.,y,
COX ENTERPRISES INC,COX ENTERPRISES INC,y,
COX ENTERPRISES,COX ENTERPRISES,y,
COX CONSULTING,COX CONSULTING,y,
COX  ENTERPRISES,COX  ENTERPRISES,y,
COWGIRL CREAMY,COWGIRL CREAMY,,
COWGIRL CREAMERY EAST,COWGIRL CREAMERY EAST,,
COWGIRL CREAMERY,COWGIRL CREAMERY,,
COWBOY JACKS,COWBOY JACKS,,
COWAN BLVD NY DELI,COWAN BLVD NY DELI,,
COVINGTON BURLING,COVINGTON BURLING,,
COVINGTON & BURLINGTON LLP,COVINGTON & BURLINGTON LLP,y,
"COVINGTON & BURLING, LLP","COVINGTON & BURLING, LLP",y,
COVINGTON & BURLING LLP PAC,COVINGTON & BURLING LLP PAC,y,
COVINGTON AND BURLING LLP PAC,COVINGTON & BURLING LLP PAC,y,
CONVINGTON & BURLING LLP,COVINGTON & BURLING LLP,y,
COVINGTON & BURLING LLP,COVINGTON & BURLING LLP,y,
COVINGTON & BURLING CAFE,COVINGTON & BURLING CAFE,,
COVINGTON & BURLING,COVINGTON & BURLING,,
COVE VALLEY GOLF CLUB,COVE VALLEY GOLF CLUB,,
COURTYRD WASHNGTN DC DUPO,COURTYRD WASHNGTN DC DUPO,,
COURTYARD WASHINGTON,COURTYARD WASHINGTON,,
COURTYARD RICHMOND DOWNTO,COURTYARD RICHMOND DOWNTO,,
COURTYARD RICHMOND AIRPORT,COURTYARD RICHMOND AIRPORT,,
COURTYARD MARRIOTT DC,COURTYARD MARRIOTT DC,,
COURTYARD MARRIOTT CONVENTION CENTER,COURTYARD MARRIOTT CONVENTION CENTER,y,
COURTYARD MARRIOTT CAPITOL HILL NAVY YARD,COURTYARD MARRIOTT CAPITOL HILL NAVY YARD,,
COURTYARD MARRIOTT,COURTYARD MARRIOTT,,
COURTYARD MARIOTT - CAPITOL HILL/NAVY YRD,COURTYARD MARIOTT  CAPITOL HILL/NAVY YRD,,
COURTYARD MARIOTT,COURTYARD MARIOTT,,
COURTYARD DANVILLE,COURTYARD DANVILLE,,
COURTYARD CONVENTION CENTER,COURTYARD CONVENTION CENTER,y,
COURTYARD CHARLOTTESVILLE NORTH,COURTYARD CHARLOTTESVILLE NORTH,,
COURTYARD CAPITOL HILL/NAVY YARD,COURTYARD CAPITOL HILL/NAVY YARD,,
COURTYARD BY MARRIOTT WDC,COURTYARD BY MARRIOTT WDC,,
COURTYARD BY MARRIOTT - DC,COURTYARD BY MARRIOTT  DC,,
COURTYARD BY MARRIOTT - DANVILLE,COURTYARD BY MARRIOTT  DANVILLE,,
COURTYARD BY MARRIOTT - CHESTERFIELD,COURTYARD BY MARRIOTT  CHESTERFIELD,,
COURTYARD BY MARRIOTT - CHARLOTTESVILLE,COURTYARD BY MARRIOTT  CHARLOTTESVILLE,,
COURTYARD BY MARRIOTT - ALEXANDRIA,COURTYARD BY MARRIOTT  ALEXANDRIA,,
COURTYARD BY MARRIOTT,COURTYARD BY MARRIOTT,,
COURTYARD BY MARRIOT,COURTYARD BY MARRIOT,,
COURTYARD BY MARIOTT - D C,COURTYARD BY MARIOTT  D C,,
"COURTYARD  BY MARRIOTT WASHINGTON, DC/U.S. CAPITOL","COURTYARD  BY MARRIOTT WASHINGTON, DC/U.S. CAPITOL",,
COURTYARD,COURTYARD,,
COURTSEY PARKING SERVICE,COURTSEY PARKING SERVICE,y,
COURTNEY COLLARD-MELTZER,COURTNEY COLLARDMELTZER,,
"COURTLAND PARK FOUNDATION, INC.","COURTLAND PARK FOUNDATION, INC.",y,
COURTHAUS SOCIAL,COURTHAUS SOCIAL,y,
"COURTESY PARKING SERVICE, INC 3...","COURTESY PARKING SERVICE, INC 3...",y,
COURT HOUSE CAFE,COURT HOUSE CAFE,,
COURAIN CONSULTING GROUP LLC,COURAIN CONSULTING GROUP LLC,y,
COUNTY SEAT RESTAURANT,COUNTY SEAT RESTAURANT,,
COUNTY SEAT,COUNTY SEAT,y,
COUNTY OF LOUDON,COUNTY OF LOUDOUN,y,
COUNTY OF LOUDOUN,COUNTY OF LOUDOUN,,
"COUNTY OF HENRICO, VIRGINIA","COUNTY OF HENRICO, VIRGINIA",y,
COUNTY OF HENRICO DIVISION OF RECREATION AND PARKS,COUNTY OF HENRICO DIVISION OF RECREATION AND PARKS,y,
COUNTY MANNERS,COUNTY MANNERS,y,
COUNTY GRILL,COUNTY GRILL,,
COUNTRY PRIDE ENTERTAINMENT,COUNTRY PRIDE ENTERTAINMENT,,
COUNTRY INN,COUNTRY INN,,
COUNTRY CUPBOARD,COUNTRY CUPBOARD,,
COUNTRY CORNER FARMS,COUNTRY CORNER FARMS,,
COUNTRY CLUB OF WOODMORE,COUNTRY CLUB OF WOODMORE,,
COUNTRY CLUB OF FAIRFAX,COUNTRY CLUB OF FAIRFAX,,
COUNTRY CLUB AT WOODORE,COUNTRY CLUB AT WOODORE,,
COUNTRY CLUB AT WOODMORE,COUNTRY CLUB AT WOODMORE,,
COUNTRY CAFE,COUNTRY CAFE,,
COUNCIL OF KOREAN AMERICANS,COUNCIL OF KOREAN AMERICANS,y,
COUNCIL OF INSURANCE AGENTS AND BROKERS (CIAB),COUNCIL OF INSURANCE AGENTS AND BROKERS (CIAB),y,
COUNCIL OF INSURANCE AGENTS AND BROKERS,COUNCIL OF INSURANCE AGENTS AND BROKERS,y,
COUNCIL OF INSURANCE AGENTS & BROKERS PAC,COUNCIL OF INSURANCE AGENTS & BROKERS PAC,y,
COUNCIL OF INSURANCE AGENTS & BROKERS,COUNCIL OF INSURANCE AGENTS & BROKERS,y,
COUNCIL OF INSURANCE AGENTS,COUNCIL OF INSURANCE AGENTS,y,
COUNCIL OF INS. AGENTS & BROKERS,COUNCIL OF INS. AGENTS & BROKERS,,
COUNCIL FOR NATIONAL POLICY,COUNCIL FOR NATIONAL POLICY,,
COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,y,
COUNCIL FOR A LIVABLE WORLD CANDIDATE FUND,COUNCIL FOR A LIVABLE WORLD CANDIDATE FUND,y,
COTTON SOUTHERN BISTRO,COTTON SOUTHERN BISTRO,,
COTTON AT RIVERSIDE MILL,COTTON AT RIVERSIDE MILL,,
"COTTON & REED, INC.","COTTON & REED, INC.",y,
COTTON & REED,COTTON & REED,,
COSTUM INC.,COSTUM INC.,,
